Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
HZJZ7FSK,journalArticle,2021,"Pagazzi, Giovanni Cesare",«O res mirabilis»: Spunti per una ripresa del carattere reale della presenza di Cristo nell'Eucaristia,Teologia,,1120-267X,,,,2021,2025-07-21 15:52:12,2025-07-21 15:52:12,,296-312,,2,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUYI28WG,journalArticle,2022,"Gervasoni, Giorgio","Un popolo ""nuovo"", unito a Cristo: Elementi dell'ecclesiologia di Clemente Alessandrino",Teologia,,1120-267X,,,,2022,2025-07-21 15:52:12,2025-07-21 15:52:12,,577-607,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748PEU8M,journalArticle,2024,"Chiodi, Maurizio",Il vissuto e il comandamento: un nesso impossibile?,Teologia,,1120-267X,,,,2024,2025-07-21 15:52:12,2025-07-21 15:52:12,,563-578,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Paglia, Vincenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL7LH9LS,journalArticle,2022,"Chiodi, Maurizio",Il percorso di accompagnamento - discernimento - integrazione: per una feconda intersezione di teologia e pastorale,Teologia,,1120-267X,,,,2022,2025-07-21 15:52:11,2025-07-21 15:52:11,,455-483,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5YAC23R7,journalArticle,2020,"Perego, Vittorio",Derrida e la testimonianza come esperienza impossibile e necessaria,Teologia,,1120-267X,,,,2020,2025-07-21 15:52:11,2025-07-21 15:52:11,,540-565,,4,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M9WNEWZV,journalArticle,2021,"Rota, Giovanni","Comunione eucaristica e comunione ecclesiale: il caso della ""communicatio in sacris"" nel recente dialogo ecumenico",Teologia,,1120-267X,,,,2021,2025-07-21 15:52:11,2025-07-21 15:52:11,,260-295,,2,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBQZ8B8C,journalArticle,2022,"Lauster, Jörg",La somiglianza con Dio: Il significato dell’antropologia teologica per la domanda che l’uomo si pone riguardo a sé,Teologia,,1120-267X,,,,2022,2025-07-21 15:52:11,2025-07-21 15:52:11,,77-90,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS3HZFIE,journalArticle,2018,"Romanello, Stefano","Testo - evento - lettore: Una necessaria correlazione ermeneutica motivata a partire da 1Cor 1,10-3,23",Teologia,,1120-267X,,,,2018,2025-07-21 15:52:11,2025-07-21 15:52:11,,314-340,,3,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B23RW4JA,journalArticle,2019,"Bressan, Luca",Milano come Ninive: Il presente urbano del cristianesimo e il suo futuro,Teologia,,1120-267X,,,,2019,2025-07-21 15:52:11,2025-07-21 15:52:11,,434-466,,4,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJP4DQA,journalArticle,2022,"Anelli, Alberto",Dall’ermeneutica evenemenziale alla fenomenologia olistica: La questione del soggetto tra esperienza e libertà,Teologia,,1120-267X,,,,2022,2025-07-21 15:52:11,2025-07-21 15:52:11,,121-153,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGN7Y7SP,journalArticle,2024,"Perego, Vittorio",Tra rivelabilità e rivelazione,Teologia,,1120-267X,,,,2024,2025-07-21 15:52:11,2025-07-21 15:52:11,,465-482,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6HMWQ8I,journalArticle,2024,"Manzi, Franco","La novità ""nel"" Dio di Gesù: La rilevanza ""teo-logica"" dell'autosvuotamento e della ""compassione"" di Cristo",Teologia,,1120-267X,,,,2024,2025-07-21 15:52:11,2025-07-21 15:52:11,,377-405,,2,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVWSTCZU,journalArticle,2024,"Eusebi, Luciano","Oltre Hegel e Kant: Dignità umana, giustizia, sistema penale",Teologia,,1120-267X,,,,2024,2025-07-21 15:52:11,2025-07-21 15:52:11,,81-110,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4BNTCYA,journalArticle,2024,"Scandroglio, Massimiliano",La dignità come sigla dell'umano: Il caso emblematico (e provocatorio) della profezia biblica,Teologia,,1120-267X,,,,2024,2025-07-21 15:52:11,2025-07-21 15:52:11,,15-34,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMCVRHNA,journalArticle,2017,"Ubbiali, Sergio",«Quae faciunt theologum»: La visione di Lutero sull'origine e sul destino della teologia,Teologia,,1120-267X,,,,2017,2025-07-21 15:52:11,2025-07-21 15:52:11,,572-592,,4,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAGCCUU,journalArticle,2019,"Chiodi, Maurizio",Il profilo morale del discernimento cristiano,Teologia,,1120-267X,,,,2019,2025-07-21 15:52:11,2025-07-21 15:52:11,,11-34,,1,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXITPFL7,journalArticle,2022,"Fumagalli, Aristide","L' amore sessuale alla luce di ""Amoris laetitia""",Teologia,,1120-267X,,,,2022,2025-07-21 15:51:30,2025-07-21 15:51:30,,485-511,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGFY34LE,journalArticle,2024,"Bonazzoli, Davide",Redenzione della vita offesa: L'obbedienza delle cose patite e la verità delle cose sperate,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:30,2025-07-21 15:51:30,,603-615,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Paglia, Vincenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGBWRMU,journalArticle,2024,"Amato, Salvatore",Etica e diritto nell'epoca del logos algoritmico,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:30,2025-07-21 15:51:30,,57-80,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVWGTXPR,journalArticle,2019,"Bonandi, Alberto","Inseguendo problemi di e da ""Humanæ vitæ""",Teologia,,1120-267X,,,,2019,2025-07-21 15:51:30,2025-07-21 15:51:30,,164-193,,2,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKJ7LP3W,journalArticle,2022,"Angelini, Giuseppe","Diritto, morale e teologia",Teologia,,1120-267X,,,,2022,2025-07-21 15:51:30,2025-07-21 15:51:30,,561-575,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B7CQN952,journalArticle,2024,"Avogadri, Claudio","""Qualcosa che si trasforma"": Soggettivazione e verità nel pensiero di M. Foucault",Teologia,,1120-267X,,,,2024,2025-07-21 15:51:30,2025-07-21 15:51:30,,527-558,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VVX9LMDK,journalArticle,2024,"Conti, Ermenegildo",L' uomo nello specchio dell'intelligenza artificiale,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:30,2025-07-21 15:51:30,,149-185,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8DCFJH3,journalArticle,2019,"Keenan, James F.",Le questioni teologiche morali più rilevanti per affrontare i problemi nel dibattito globale degli ultimi trenta anni,Teologia,,1120-267X,,,,2019,2025-07-21 15:51:30,2025-07-21 15:51:30,,196-210,,2,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGS8W6AB,journalArticle,2021,"Doglio, Claudio",L' Apocalisse di Dante: La rivelazione di Giovanni riletta nella Divina Commedia,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:30,2025-07-21 15:51:30,,418-445,,3,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H73J9YIW,journalArticle,2022,"Guenzi, Pier Davide","Elementi per una ripresa di ""Amoris laetitia"" nella prospettiva dei legami familiari",Teologia,,1120-267X,,,,2022,2025-07-21 15:51:29,2025-07-21 15:51:29,,513-538,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMJIX8VW,journalArticle,2022,"Stubenrauch, Bertram",Chiesa in tempi di cambiamento: Una prospettiva dogmatica,Teologia,,1120-267X,,,,2022,2025-07-21 15:51:29,2025-07-21 15:51:29,,61-76,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Z6VX3EY,journalArticle,2023,"Canobbio, Giacomo",Tradizione e pratiche sinodali in Occidente,Teologia,,1120-267X,,,,2023,2025-07-21 15:51:29,2025-07-21 15:51:29,,15-61,,1,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKGHXK8C,journalArticle,2024,"Romanello, Stefano","Una libertà da ri-creare: Note sull'antropologia nella Lettera ai Romani (in particolare Rm 6,1-8,17)",Teologia,,1120-267X,,,,2024,2025-07-21 15:51:29,2025-07-21 15:51:29,,275-301,,2,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7V4SVBW,journalArticle,2022,"Dalferth, Ingolf U.",La realtà dell’apparire: L’impostazione di una filosofia della religione fenomenologica,Teologia,,1120-267X,,,,2022,2025-07-21 15:51:29,2025-07-21 15:51:29,,17-42,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UWYMXJ9K,journalArticle,2022,"Müller, Klaus",La questione di Dio come fonte del conferimento di senso: Considerazioni teologico-filosofiche a partire da una prospettiva cristiana,Teologia,,1120-267X,,,,2022,2025-07-21 15:51:29,2025-07-21 15:51:29,,43-59,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZRWDFHW,journalArticle,2024,"Vergani, Mario","Derrida e Benjamin: Escatologia, messianismo, apocalittica, utopia",Teologia,,1120-267X,,,,2024,2025-07-21 15:51:29,2025-07-21 15:51:29,,483-514,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUPJ862N,journalArticle,2024,"Lapierre, Jean-François",La libertà della Chiesa come questione ecclesiologica,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:29,2025-07-21 15:51:29,,111-148,,1,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMZQ34N4,journalArticle,2017,"Trabucco, Giovanni","Una ""rivelazione"" greca?: Simone Weil e il modello biblico: le ""due fonti""",Teologia,,1120-267X,,,,2017,2025-07-21 15:51:29,2025-07-21 15:51:29,,255-285,,2,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5ALU6HG,journalArticle,2017,"Yáñez, Humberto Miguel","La ""forma di Chiesa"" nei documenti magisteriali di Francesco: un nuovo slancio per la teologia morale?",Teologia,,1120-267X,,,,2017,2025-07-21 15:51:29,2025-07-21 15:51:29,,171-193,,2,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESL7E94F,journalArticle,2018,"Carrara, Paolo",Si può ancora trasmettere la fede?: Modelli contemporanei di riforma ecclesiale e pastorale giovanile,Teologia,,1120-267X,,,,2018,2025-07-21 15:51:29,2025-07-21 15:51:29,,68-92,,1,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7DQ45TMF,journalArticle,2019,"Angelini, Giuseppe",Paolo VI e il primato moderno della coscienza,Teologia,,1120-267X,,,,2019,2025-07-21 15:51:29,2025-07-21 15:51:29,,337-360,,3,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRK2ZCB6,journalArticle,2019,"Montanari, Antonio",Esperienza cristiana e virtù,Teologia,,1120-267X,,,,2019,2025-07-21 15:51:29,2025-07-21 15:51:29,,320-335,,3,44,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP2INTA8,journalArticle,2022,"Caltagirone, Calogero","""Ri-pensare Dio"": Le sfide dei nuovi contesti culturali",Teologia,,1120-267X,,,,2022,2025-07-21 15:51:29,2025-07-21 15:51:29,,323-355,,2,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGUMSLUT,journalArticle,2018,"Bozzolo, Andrea","Le linee pastorali di ""Amoris laetitia"" e i compiti della teologia del matrimonio",Teologia,,1120-267X,,,,2018,2025-07-21 15:51:29,2025-07-21 15:51:29,,48-67,,1,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM6QG47S,journalArticle,2021,"Bozzolo, Andrea",Parola e Eucaristia: La Voce e il Corpo del Signore,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:29,2025-07-21 15:51:29,,157-178,,2,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8RKKGCR,journalArticle,2024,"Saccenti, Riccardo",Il potere e l'ordine delle leggi: Lo statuto della politica in Tommaso d'Aquino.,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:29,2025-07-21 15:51:29,,715-742,,4,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWC5FQ4B,journalArticle,2024,"Martino, Matteo",Generare e educare: La trasmissione dell'umano come testimonianza,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:28,2025-07-21 15:51:28,,579-589,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Paglia, Vincenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4KM472CN,journalArticle,2024,"Ubbiali, Sergio","L' apostolo Paolo: Letture filosofiche, impulsi teologici",Teologia,,1120-267X,,,,2024,2025-07-21 15:51:28,2025-07-21 15:51:28,,303-332,,2,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JN5WAHFB,journalArticle,2017,"Gusmini, Giovanni","Lutero e la mistica: il caso della ""Theologia deutsch""",Teologia,,1120-267X,,,,2017,2025-07-21 15:51:28,2025-07-21 15:51:28,,423-452,,3,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MXB7BF24,journalArticle,2021,"Ballarini, Marco",Dante maestro di preghiera,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:28,2025-07-21 15:51:28,,358-386,,3,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QVWY4Q7H,journalArticle,2017,"Bonato, Antonio",La via della virtù in Gregorio di Nissa,Teologia,,1120-267X,,,,2017,2025-07-21 15:51:28,2025-07-21 15:51:28,,495-520,,3,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QHC3MQWA,journalArticle,2022,"Lacoste, Jean-Yves",L' intuizione sacramentale,Teologia,,1120-267X,,,,2022,2025-07-21 15:51:28,2025-07-21 15:51:28,,91-119,,1,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRZD7FM8,journalArticle,2001,"Rota Scalabrini, Patrizio","La Scrittura secondo il Deuteronomio, ovvero il libro per i tempi moderni",Teologia,,1120-267X,,,,2001,2025-07-21 15:51:28,2025-07-21 15:51:28,,155-184,,2,26,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQ3X92WX,journalArticle,2017,"Vercellone, Federico",Nuovo romanticismo?: La civiltà dell'immagine,Teologia,,1120-267X,,,,2017,2025-07-21 15:51:28,2025-07-21 15:51:28,,286-295,,2,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSL6PIPH,journalArticle,2017,"Angelini, Giuseppe",Il progetto pastorale di papa Francesco e i compiti della teologia,Teologia,,1120-267X,,,,2017,2025-07-21 15:51:27,2025-07-21 15:51:27,,194-209,,2,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K3NVPJ2A,journalArticle,2017,"Montanari, Antonio",Una reticenza diffusa nei confronti dell'allegoria: A proposito dell'esegesi cristiana antica,Teologia,,1120-267X,,,,2017,2025-07-21 15:51:27,2025-07-21 15:51:27,,232-254,,2,42,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7XR8X569,journalArticle,2018,"Avogadri, Claudio",L'analogia creationis di E. Przywara,Teologia,,1120-267X,,,,2018,2025-07-21 15:51:27,2025-07-21 15:51:27,,183-209,,2,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVCJCKGT,journalArticle,2020,"Carrara, Paolo",La pietà popolare e le sue forme. Quando la fede reale ha il coraggio d'essere pagana,Teologia,,1120-267X,,,,2020,2025-07-21 15:51:27,2025-07-21 15:51:27,,376-405,,3,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YFYU72ET,journalArticle,2023,"Benzi, Guido","«Cercle parturient»: dinamismo, figura e teologia biblica in P. Beauchamp",Teologia,,1120-267X,,,,2023,2025-07-21 15:51:27,2025-07-21 15:51:27,,379-404,,3,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7CFT294,journalArticle,2023,"Trabucco, Giovanni","Il ""velo"" del Libro: quando un discorso è vero è tenuto da qualcuno : Antropologia biblica e autonominazione di Dio",Teologia,,1120-267X,,,,2023,2025-07-21 15:51:27,2025-07-21 15:51:27,,425-454,,3,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F2SXYPI,journalArticle,2023,"Montoux, Arnaud",Il mondo come processione di Dio secondo Giovanni Scoto Eriugena,Teologia,,1120-267X,,,,2023,2025-07-21 15:51:27,2025-07-21 15:51:27,,63-90,,1,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSNS9B4N,journalArticle,2021,"Bargellini, Francesco",La «poetica della fede» nella Commedia,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:27,2025-07-21 15:51:27,,387-417,,3,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ8GCTPF,journalArticle,2022,"Canullo, Carla",Il segreto della nascita,Teologia,,1120-267X,,,,2022,2025-07-21 15:51:27,2025-07-21 15:51:27,,233-248,,2,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC6BF7S4,journalArticle,2024,"Guenzi, Pier Davide",Sollecitare il pensiero sull'etica teologica della vita,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:27,2025-10-23 22:15:59,,559-562,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Casalone, Carlo ca. 20/21. Jh.; Chiodi, Maurizio; Dell'Oro, Roberto; Guenzi, Pier Davide; Pelletier, Anne-Marie; Sequeri, Pierangelo; Thiel, Marie-Jo; Thomasset, Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMQ58V6N,journalArticle,2024,"Petrosino, Silvano",Derrida e Agostino: Confessioni tra sapere e verità,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:27,2025-07-21 15:51:27,,515-526,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBJLLW9P,journalArticle,1999,"Rota Scalabrini, Patrizio","""Fides et ratio"": Riconsiderazione alla luce dei testi biblici del rapporto tra fede e ragione",Teologia,,1120-267X,,,,1999,2025-07-21 15:51:27,2025-07-21 15:51:27,,296-303,,3,24,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L7CRTYZC,journalArticle,2020,"Da Re, Antonio",La saggezza pratica (phronesis) di Aristotele e la prudenza di Kant,Teologia,,1120-267X,,,,2020,2025-07-21 15:51:27,2025-07-21 15:51:27,,22-54,,1,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8QWI4ZBJ,journalArticle,2021,"Salvadori, Ivan","«L'amor che move il sole e l'altre stelle» (Pd XXXIII,145): ""Metafore"" di redenzione nella Commedia di Dante",Teologia,,1120-267X,,,,2021,2025-07-21 15:51:27,2025-07-21 15:51:27,,446-476,,3,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NX4IP8AJ,journalArticle,2021,"Krienke, Markus",Coscienza e atto morale in chiave ermeneutica: Rosmini come anticipatore della teologia morale postconciliare,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:27,2025-07-21 15:51:27,,21-41,,1,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PGDK87Q,journalArticle,2022,"Martino, Matteo","Riportare l'educazione in famiglia: Spunti teologici da ""Amoris laetitia""",Teologia,,1120-267X,,,,2022,2025-07-21 15:51:27,2025-07-21 15:51:27,,539-560,,3,47,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSBPHT6W,journalArticle,2018,"Fumagalli, Aristide","""Humanæ vitæ"": Per una riscoperta del suo messaggio",Teologia,,1120-267X,,,,2018,2025-07-21 15:51:27,2025-07-21 15:51:27,,442-471,,3,43,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZJ4RRTIP,journalArticle,2020,"Botturi, Francesco",Leggere la creazione: il logos metafisico della famiglia,Teologia,,1120-267X,,,,2020,2025-07-21 15:51:27,2025-07-21 15:51:27,,406-429,,3,45,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6I48MBF,journalArticle,2021,"Kiełtyk, Adam",In dialogo con la realtà: l’antropologia trascendentale di Richard Schaeffler,Teologia,,1120-267X,,,,2021,2025-07-21 15:51:27,2025-07-21 15:51:27,,62-82,,1,46,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XI7USLGQ,journalArticle,2023,"Bourgine, Benoît",Teologia biblica come teologia della Bibbia,Teologia,,1120-267X,,,,2023,2025-07-21 15:51:27,2025-07-21 15:51:27,,405-423,,3,48,,,,,,,,,,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIWSLKMZ,journalArticle,2024,"Zeppegno, Giuseppe",Casa comune e prospettiva globale,Teologia,,1120-267X,,,,2024,2025-07-21 15:51:27,2025-07-21 15:51:27,,591-602,,3,49,,,,,,,,,,Italian,,,,,,,,,,,,,"Paglia, Vincenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
